4001,"Daging sapi, tulang rusuk, ujung besar (tulang rusuk 6-9), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, utama, dimasak, dipanggang","44,49",393,"22,86","32,74","0,91",-,-,-,10,"2,33",20,172,291,64,"5,78","0,088","0,014","22,1",-,"0,070","0,190","3,650","0,370","0,230",7,-,"2,34",-,-,-,-,-,-,-,-,-,-,-,-,"13,590","14,290","1,130","85,00"
4002,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak tanpa lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, semua nilai, mentah","61,05",254,"19,33","19,06","0,90",-,-,-,23,"1,39",20,176,295,49,"3,33","0,065","0,010","21,5",-,"0,060","0,093","5,699","0,556","0,527",10,-,"1,00",-,-,-,-,-,-,-,-,"0,42",-,-,"1,7","7,692","8,162","0,725","81,00"
4003,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak tanpa lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, semua tingkat, dimasak, dipanggang","53,65",291,"25,85","20,04","1,05",-,-,-,19,"1,66",22,201,323,53,"4,67","0,078","0,009","28,0",-,"0,070","0,125","6,881","0,510","0,541",8,99,"1,52",-,-,-,-,-,-,-,-,"0,49","0,3",13,"1,8","7,894","8,355","0,762","97,00"
4004,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak tanpa lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, semua tingkat, dimasak, dipanggang","48,97",341,"22,54","27,14","1,11",-,-,-,13,"2,42",20,183,324,63,"4,93","0,078","0,014","21,9",-,"0,060","0,160","3,160","0,240","0,240",6,-,"2,88",-,-,-,-,-,-,-,-,-,-,-,-,"10,920","11,730","0,990","83,00"
4005,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak tanpa lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilihan, mentah","60,11",263,"19,09","20,13","0,90",-,-,-,24,"1,38",19,172,293,48,"3,38","0,063","0,012","20,7",-,"0,051","0,081","6,157","0,557","0,514",10,-,"1,06",-,-,-,-,-,-,-,-,"0,43",-,-,"1,7","8,121","8,617","0,766","80,00"
4006,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilihan, dimasak, dipanggang","52,93",304,"24,53","22,09","1,04",-,-,-,16,"1,64",20,183,298,49,"4,37","0,080","0,009","26,4",-,"0,061","0,108","6,653","0,483","0,489",8,-,"1,62",-,-,-,-,-,-,-,-,"0,50",-,-,"1,8","8,700","9,208","0,818","94,00"
4007,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilihan, dimasak, dipanggang","47,18",359,"22,28","29,21","1,09",-,-,-,13,"2,39",20,181,319,63,"4,86","0,077","0,013","21,9",-,"0,060","0,160","3,130","0,240","0,240",6,-,"2,85",-,-,-,-,-,-,-,-,-,-,-,-,"11,780","12,630","1,070","83,00"
4008,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak tanpa lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilih, mentah","62,00",246,"19,56","18,00","0,89",-,-,-,22,"1,40",20,180,297,49,"3,28","0,067","0,009","22,4",-,"0,070","0,106","5,228","0,554","0,540",10,-,"0,93",-,-,-,-,-,-,-,-,"0,40",-,-,"1,6","7,264","7,708","0,685","85,00"
4009,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilih, dimasak, dipanggang","54,36",278,"27,17","18,00","1,06",-,-,-,22,"1,67",23,219,349,58,"4,97","0,075","0,009","29,6",-,"0,079","0,142","7,098","0,536","0,595",8,-,"1,41",-,-,-,-,-,-,-,-,"0,49",-,-,"1,7","7,088","7,502","0,667","103,00"
4010,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilih, dimasak, dipanggang","50,84",323,"22,76","25,02","1,12",-,-,-,13,"2,44",20,185,328,64,"5,00","0,078","0,014","22,0",-,"0,060","0,160","3,190","0,240","0,240",6,-,"2,90",-,-,-,-,-,-,-,-,-,-,-,-,"10,050","10,810","0,910","83,00"
4011,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, prima, mentah","53,22",335,"16,74","29,18","0,80",-,-,-,10,"1,77",17,160,286,53,"3,62","0,057","0,012","16,3",-,"0,080","0,130","3,080","0,280","0,350",5,-,"2,97",-,-,-,-,-,-,-,-,-,-,-,-,"12,070","12,840","1,040","70,00"
4012,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, utama, dimasak, dipanggang","47,36",354,"24,13","27,86","1,05",-,-,-,13,"2,23",22,178,332,63,"5,73","0,088","0,014","21,7",-,"0,090","0,190","4,070","0,300","0,340",7,-,"2,94",-,-,-,-,-,-,-,-,-,-,-,-,"11,510","12,120","0,960","83,00"
4013,"Daging sapi, tulang rusuk, ujung kecil (tulang rusuk 10-12), lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, utama, dimasak, dipanggang","41,82",411,"22,15","35,12","0,91",-,-,-,13,"1,95",20,178,323,65,"4,82","0,076","0,013","22,3",-,"0,060","0,170","3,040","0,360","0,300",7,-,"2,87",-,-,-,-,-,-,-,-,-,-,-,-,"14,510","15,280","1,220","84,00"
4014,"Daging sapi, steak top shoulder, tanpa tulang, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 0"" lemak, pilih, dimasak, bakar","62,15",194,"27,70","9,29","1,25",-,-,-,14,"3,02",24,224,388,88,"9,71","0,111","0,015","31,9",-,"0,099","0,306","4,471","1,058","0,395",7,104,"5,28",22,7,7,-,-,-,-,-,"0,12","0,1",4,"1,6","3,868","4,191","0,604","98,00"
4015,"Daging sapi, steak top shoulder, tanpa tulang, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 0"" lemak, semua grade, mentah","71,89",146,"20,16","7,25","1,09",-,-,-,12,"2,49",19,201,335,82,"7,55","0,095","0,010","22,6",-,"0,095","0,256","3,865","0,936","0,404",3,74,"4,33",11,3,3,-,-,-,-,-,"0,17","0,1",4,"1,5","3,153","3,771","0,415","69,00"
4016,"Daging sapi, bundar, potongan penuh, lemak dan lemak yang dapat dipisah, dipangkas hingga 1/8"" lemak, pilihan, mentah","65,44",195,"20,56","11,92","0,98",-,-,-,4,"1,99",22,199,342,54,"3,24","0,075","0,013","19,6",-,"0,100","0,170","3,740","0,360","0,470",8,86,"2,82",-,-,-,-,-,-,-,-,"0,18","0,2",6,"1,5","4,630","5,140","0,460","62,00"
4017,"Daging sapi, bulat, potongan penuh, lemak dan lemak yang dapat dipisah, dipangkas hingga 1/8"" lemak, pilihan, dimasak, dipanggang","56,73",235,"27,54","12,98","1,32",-,-,-,6,"2,55",26,240,395,62,"4,35","0,101","0,015","27,3",-,"0,090","0,210","4,020","0,390","0,380",9,105,"3,03",-,-,-,-,-,-,-,-,"0,16","0,2",8,"1,6","4,900","5,560","0,520","79,00"
4018,"Daging sapi, bulat, potongan penuh, lemak dan lemak yang dapat dipisahkan, dipangkas menjadi lemak 1/8"", pilih, mentah","66,62",184,"20,56","10,68","0,98",-,-,-,4,"2,00",22,199,342,54,"3,24","0,075","0,013","19,7",-,"0,100","0,180","3,740","0,360","0,470",8,86,"2,82",-,-,-,-,-,-,-,-,-,-,-,-,"4,200","4,620","0,410","62,00"
4019,"Daging sapi, bulat, potongan penuh, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilih, dimasak, dipanggang","58,49",218,"27,58","11,08","1,33",-,-,-,6,"2,56",26,240,395,62,"4,36","0,101","0,015","27,4",-,"0,100","0,210","4,020","0,390","0,380",9,105,"3,03",-,-,-,-,-,-,-,-,-,-,-,-,"4,230","4,760","0,440","79,00"
4020,"Daging sapi, bulat, putaran bawah, steak, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, semua nilai, mentah","66,88",192,"20,70","11,54","1,01",-,-,-,20,"1,74",22,199,327,56,"3,82","0,091","0,013","24,8",-,"0,082","0,126","6,183","0,595","0,613",11,86,"1,49",-,-,-,-,-,-,-,-,"0,35",-,-,"1,4","4,544","4,987","0,441","73,00"
4021,"Daging sapi, bulat, putaran bawah, steak, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, semua grade, dimasak, direbus","54,97",247,"32,76","11,87","0,98",-,-,-,8,"2,67",21,204,266,43,"5,49","0,078","0,011","33,5",-,"0,075","0,174","5,726","0,646","0,430",10,125,"1,82",-,-,-,-,-,-,-,-,"0,48","0,2",8,"1,7","4,506","5,064","0,478","100,00"
4022,"Daging sapi, bulat, putaran bawah, dipanggang, dapat dipisahkan lemak dan lemaknya, dipangkas menjadi 1/8"" lemak, semua tingkat, dimasak, dipanggang","61,60",218,"26,41","11,64","1,05",-,-,-,6,"2,16",17,164,214,35,"4,43","0,063","0,009","27,0",-,"0,061","0,141","4,616","0,521","0,347",8,101,"1,47",-,-,-,-,-,-,-,-,"0,41",-,-,"1,5","4,418","4,964","0,449","85,00"
4023,"Daging sapi, bulat, putaran bawah, steak, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilihan, mentah","66,32",198,"20,71","12,15","1,02",-,-,-,16,"1,84",22,197,319,53,"3,80","0,092","0,013","25,0",-,"0,079","0,143","6,294","0,605","0,611",11,87,"1,76",-,-,-,-,-,-,-,-,"0,36",-,-,"1,4","4,784","5,251","0,464","75,00"
4024,"Daging sapi, bulat, putaran bawah, steak, lemak dan lemak terpisah, dipangkas hingga 1/8"" lemak, pilihan, dimasak, direbus","54,27",254,"32,85","12,56","0,95",-,-,-,7,"2,70",21,199,263,42,"5,40","0,071","0,011","34,4",-,"0,068","0,185","5,939","0,647","0,432",10,125,"1,97",-,-,-,-,-,-,-,-,"0,49",-,-,"1,7","4,766","5,355","0,484","101,00"
4025,"Daging sapi, bulat, putaran bawah, dipanggang, dapat dipisahkan lemak dan lemaknya, dipangkas menjadi 1/8"" lemak, pilihan, dimasak, dipanggang","61,09",223,"26,05","12,44","1,01",-,-,-,6,"2,15",17,159,210,34,"4,31","0,057","0,009","27,4",-,"0,054","0,146","4,710","0,513","0,342",8,99,"1,56",-,-,-,-,-,-,-,-,"0,41",-,-,"1,5","4,721","5,304","0,479","86,00"
4026,"Daging sapi, bulat, putaran bawah, steak, lemak dan lemak yang dapat dipisahkan, dipangkas menjadi 1/8"" lemak, pilih, mentah","67,44",187,"20,68","10,93","0,99",-,-,-,23,"1,63",22,201,335,60,"3,85","0,089","0,013","24,7",-,"0,084","0,110","6,071","0,586","0,615",11,86,"1,23",-,-,-,-,-,-,-,-,"0,35",-,-,"1,4","4,303","4,723","0,417","72,00"
4027,"Daging sapi, bulat, putaran bawah, steak, lemak dan lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, pilih, dimasak, direbus","55,67",240,"32,67","11,19","1,01",-,-,-,8,"2,64",22,208,269,43,"5,58","0,085","0,012","32,6",-,"0,082","0,164","5,512","0,645","0,429",10,124,"1,67",-,-,-,-,-,-,-,-,"0,47",-,-,"1,7","4,247","4,772","0,431","98,00"
4028,"Daging sapi, bulat, putaran bawah, dipanggang, lemak dan lemak yang dapat dipisahkan, dipangkas menjadi 1/8"" lemak, pilih, dimasak, dipanggang","62,10",212,"26,77","10,85","1,08",-,-,-,7,"2,16",18,170,219,35,"4,56","0,069","0,010","26,6",-,"0,067","0,134","4,517","0,528","0,352",8,102,"1,37",-,-,-,-,-,-,-,-,"0,40",-,-,"1,4","4,116","4,625","0,418","84,00"
4029,"Daging sapi, bulat, mata bundar, panggang, lemak dan lemak terpisah, dipangkas hingga 1/8"" lemak, semua grade, mentah","69,31",166,"21,49","8,24","1,01",-,-,-,20,"1,81",23,207,340,58,"3,98","0,094","0,013","25,8",-,"0,085","0,131","6,420","0,618","0,637",12,90,"1,55",-,-,-,-,-,-,-,-,"0,33",-,-,"1,3","3,245","3,561","0,315","68,00"
4030,"Daging sapi, bundar, mata bundar, panggang, lemak tanpa lemak yang dapat dipisahkan, dipangkas hingga 1/8"" lemak, semua grade, dimasak, dipanggang","61,97",208,"28,31","9,65","1,10",-,-,-,7,"2,29",18,174,227,37,"4,70","0,067","0,010","28,7",-,"0,065","0,151","4,947","0,558","0,372",9,108,"1,57",-,-,-,-,-,-,-,-,"0,41","0,2",6,"1,4","3,664","4,117","0,392","84,00"
